network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.47.79.128/25,1150954,1605651,,0,0,70140,13.3833,99.8500,500
1.47.80.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.96.0/23,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.98.0/26,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.98.64/27,6845329,1605651,,0,0,10800,13.7994,100.5337,50
1.47.98.96/27,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.98.128/25,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.99.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.100.0/23,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.102.0/25,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.102.128/26,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.102.192/26,7026826,1605651,,0,0,10510,13.8167,100.7500,50
1.47.103.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.47.104.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.0/28,1609350,1605651,,0,0,10260,13.6682,100.5805,500
1.47.105.16/28,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.32/27,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.64/26,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.128/26,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.192/28,1609350,1605651,,0,0,10500,13.7359,100.5362,500
1.47.105.208/28,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.105.224/27,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.106.0/25,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.106.128/26,1609350,1605651,,0,0,10800,13.7994,100.5337,500
1.47.106.192/26,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.107.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.47.108.0/26,1609350,1605651,,0,0,10310,13.7877,100.5068,1000
1.47.108.64/26,1609350,1605651,,0,0,10150,13.6984,100.4638,1000
1.47.108.128/25,1609350,1605651,,0,0,10150,13.6984,100.4638,1000
1.47.109.0/24,1605549,1605651,,0,0,12110,14.0211,100.7343,1000
1.47.110.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.111.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.112.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.128.0/23,1609350,1605651,,0,0,10260,13.6682,100.5805,1000
1.47.130.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.131.0/24,1609348,1605651,,0,0,,13.7540,100.5014,1000
1.47.132.0/23,1609350,1605651,,0,0,10150,13.6984,100.4638,1000
1.47.134.0/26,1609350,1605651,,0,0,10150,13.6984,100.4638,1000
1.47.134.64/26,1611110,1605651,,0,0,20000,13.3622,100.9835,1000
1.47.134.128/25,1607708,1605651,,0,0,65000,16.8333,100.2500,1000
1.47.135.0/24,1609350,1605651,,0,0,10150,13.6984,100.4638,1000
1.47.136.0/24,1609350,1605651,,0,0,10310,13.7877,100.5068,1000
1.47.137.0/24,1609350,1605651,,0,0,10230,13.7540,100.5014,1000
1.47.138.0/25,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.138.128/26,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.138.192/27,1609350,1605651,,0,0,10600,13.7330,100.4865,1000
1.47.138.224/27,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.139.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.140.0/23,1609350,1605651,,0,0,10110,13.7086,100.4553,1000
1.47.142.0/25,1609350,1605651,,0,0,10530,13.8500,100.8667,1000
1.47.142.128/26,1609350,1605651,,0,0,10530,13.8500,100.8667,1000
1.47.142.192/27,1609350,1605651,,0,0,10530,13.8500,100.8667,1000
1.47.142.224/27,1609350,1605651,,0,0,10600,13.7330,100.4865,1000
1.47.143.0/24,1609350,1605651,,0,0,10250,13.8594,100.4775,1000
1.47.144.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.160.0/24,1609350,1605651,,0,0,10400,13.7618,100.5324,1000
1.47.161.0/24,1609350,1605651,,0,0,10240,13.7663,100.6503,50
1.47.162.0/23,1609350,1605651,,0,0,10240,13.7663,100.6503,1000
1.47.164.0/25,1614608,1605651,,0,0,,12.6626,101.8419,100
1.47.164.128/27,1607983,1605651,,0,0,12160,14.0135,100.5305,100
1.47.164.160/27,1606586,1605651,,0,0,75120,13.4667,99.9333,100
1.47.164.192/26,1606586,1605651,,0,0,75120,13.4667,99.9333,100
1.47.165.0/24,1606586,1605651,,0,0,75120,13.4667,99.9333,100
1.47.166.0/24,1609350,1605651,,0,0,10330,13.7877,100.5068,500
1.47.167.0/25,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.167.128/27,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.167.160/27,1158432,1605651,,0,0,75110,13.4167,99.9500,1000
1.47.167.192/26,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.168.0/25,1609350,1605651,,0,0,10130,13.6667,100.5333,100
1.47.168.128/26,1609350,1605651,,0,0,10130,13.6667,100.5333,100
1.47.168.192/27,1609350,1605651,,0,0,10330,13.7877,100.5068,100
1.47.168.224/27,1609350,1605651,,0,0,10130,13.6667,100.5333,100
1.47.169.0/24,1609350,1605651,,0,0,10130,13.6667,100.5333,100
1.47.170.0/23,1609350,1605651,,0,0,10130,13.6667,100.5333,100
1.47.172.0/24,1606588,1605651,,0,0,74000,13.5333,100.2833,1000
1.47.173.0/24,1609350,1605651,,0,0,10400,13.7618,100.5324,500
1.47.174.0/23,1609350,1605651,,0,0,10240,13.7663,100.6503,500
1.47.176.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.192.0/24,1609350,1605651,,0,0,10530,13.8500,100.8667,500
1.47.193.0/25,1606250,1605651,,0,0,20110,13.1737,100.9311,100
1.47.193.128/25,1595883,1605651,,0,0,18180,14.5833,101.2167,1000
1.47.194.0/27,1609350,1605651,,0,0,10250,13.8594,100.4775,1000
1.47.194.32/27,1609395,1605651,,0,0,74110,13.6500,100.2667,1000
1.47.194.64/26,1609350,1605651,,0,0,10100,13.7366,100.4995,1000
1.47.194.128/25,1609350,1605651,,0,0,10250,13.8594,100.4775,1000
1.47.195.0/25,1609350,1605651,,0,0,10300,13.7877,100.5068,1000
1.47.195.128/27,1609350,1605651,,0,0,10300,13.7877,100.5068,1000
1.47.195.160/27,1608133,1605651,,0,0,11120,13.9181,100.4974,1000
1.47.195.192/26,1609350,1605651,,0,0,10300,13.7877,100.5068,1000
1.47.196.0/25,1609350,1605651,,0,0,10220,13.8638,100.5998,1000
1.47.196.128/26,1609350,1605651,,0,0,10220,13.8638,100.5998,1000
1.47.196.192/26,1609350,1605651,,0,0,10200,13.7594,100.4889,1000
1.47.197.0/24,1609350,1605651,,0,0,10240,13.7663,100.6503,1000
1.47.198.0/24,1609350,1605651,,0,0,10270,13.5989,100.5997,1000
1.47.199.0/26,1609350,1605651,,0,0,10700,13.7510,100.4873,1000
1.47.199.64/26,1609350,1605651,,0,0,10250,13.8594,100.4775,1000
1.47.199.128/25,1609350,1605651,,0,0,10700,13.7510,100.4873,1000
1.47.200.0/24,1609350,1605651,,0,0,10250,13.8594,100.4775,1000
1.47.201.0/24,1607708,1605651,,0,0,65000,16.8333,100.2500,1000
1.47.202.0/23,1609350,1605651,,0,0,10700,13.7510,100.4873,1000
1.47.204.0/26,1607983,1605651,,0,0,12160,14.0135,100.5305,1000
1.47.204.64/26,1609350,1605651,,0,0,10200,13.7594,100.4889,1000
1.47.204.128/25,1609350,1605651,,0,0,10200,13.7594,100.4889,1000
1.47.205.0/24,1609350,1605651,,0,0,10700,13.7510,100.4873,1000
1.47.206.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,1000
1.47.208.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.224.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.47.225.0/24,1609350,1605651,,0,0,10600,13.7330,100.4865,1000
1.47.226.0/27,1609350,1605651,,0,0,10230,13.7540,100.5014,1000
1.47.226.32/27,1607017,1605651,,0,0,21000,12.6667,101.2833,1000
1.47.226.64/26,1608133,1605651,,0,0,11000,13.8908,100.4333,1000
1.47.226.128/25,1608133,1605651,,0,0,11110,13.9167,100.4333,1000
1.47.227.0/24,1608133,1605651,,0,0,11110,13.9167,100.4333,1000
1.47.228.0/23,1609350,1605651,,0,0,10160,13.7159,100.4170,100
1.47.230.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.231.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,100
1.47.232.0/24,1611110,1605651,,0,0,20000,13.3622,100.9835,1000
1.47.233.0/26,1609350,1605651,,0,0,10260,13.6682,100.5805,1000
1.47.233.64/26,1607542,1605651,,0,0,10260,13.7019,100.6016,1000
1.47.233.128/25,1609350,1605651,,0,0,10260,13.6682,100.5805,1000
1.47.234.0/24,1609350,1605651,,0,0,10330,13.7877,100.5068,1000
1.47.235.0/27,1609350,1605651,,0,0,10330,13.7877,100.5068,1000
1.47.235.32/27,1609350,1605651,,0,0,10510,13.8167,100.7500,1000
1.47.235.64/26,1609350,1605651,,0,0,10330,13.7877,100.5068,1000
1.47.235.128/25,1609350,1605651,,0,0,10330,13.7877,100.5068,1000
1.47.236.0/24,1609350,1605651,,0,0,10700,13.7510,100.4873,1000
1.47.237.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.47.238.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,1000
1.47.240.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.48.0.0/15,1809445,1814991,,0,0,,26.5833,106.7167,50
1.50.0.0/17,1786657,1814991,,0,0,,38.4681,106.2731,100
1.50.128.0/17,1786657,1814991,,0,0,,38.4681,106.2731,1
1.51.0.0/20,1814991,1814991,,0,0,,34.7725,113.7266,50
1.51.16.0/20,1799962,1814991,,0,0,,32.0617,118.7778,50
1.51.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.51.64.0/18,1814991,1814991,,0,0,,34.7725,113.7266,50
1.51.128.0/18,1814991,1814991,,0,0,,34.7725,113.7266,50
1.51.192.0/18,1796328,1814991,,0,0,,36.0986,120.3719,50
1.52.0.0/32,1581130,1562822,,0,0,,21.0313,105.8516,200
1.52.0.1/32,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.2/31,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.4/30,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.8/29,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.16/28,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.32/27,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.64/26,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.0.128/25,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.1.0/24,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.2.0/23,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.4.0/22,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.8.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.16.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.24.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.32.0/23,1582436,1562822,,0,0,,11.5333,106.9167,100
1.52.34.0/24,1567600,1562822,,0,0,,21.1667,103.1000,100
1.52.35.0/24,1566083,1562822,,0,0,,10.8142,106.6438,100
1.52.36.0/22,1566083,1562822,,0,0,,10.8142,106.6438,1000
1.52.40.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.48.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.52.56.0/23,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.58.0/23,1581130,1562822,,0,0,,21.0313,105.8516,1
1.52.60.0/22,1566083,1562822,,0,0,,10.8142,106.6438,500
1.52.64.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.80.0/22,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.84.0/23,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.86.0/23,1583992,1562822,,0,0,,16.0685,108.2215,200
1.52.88.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.96.0/22,1583992,1562822,,0,0,,16.0685,108.2215,20
1.52.100.0/22,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.104.0/21,1583992,1562822,,0,0,,16.0685,108.2215,500
1.52.112.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.120.0/21,1581130,1562822,,0,0,,21.0313,105.8516,5
1.52.128.0/22,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.132.0/22,1581130,1562822,,0,0,,21.0313,105.8516,1000
1.52.136.0/21,1566083,1562822,,0,0,,10.8142,106.6438,5
1.52.144.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.160.0/23,1581130,1562822,,0,0,,21.0313,105.8516,1
1.52.162.0/23,1566083,1562822,,0,0,,10.8142,106.6438,500
1.52.164.0/22,1583992,1562822,,0,0,,16.0685,108.2215,500
1.52.168.0/22,1566083,1562822,,0,0,,10.8142,106.6438,100
1.52.172.0/22,1581130,1562822,,0,0,,21.0313,105.8516,100
1.52.176.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.184.0/21,1566083,1562822,,0,0,,10.8142,106.6438,20
1.52.192.0/23,1581130,1562822,,0,0,,21.0313,105.8516,100
1.52.194.0/23,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.196.0/22,1566083,1562822,,0,0,,10.8142,106.6438,200
1.52.200.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.52.208.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.224.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.52.232.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.240.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.52.248.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.53.0.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.53.8.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.16.0/21,1566083,1562822,,0,0,,10.8142,106.6438,100
1.53.24.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.32.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.40.0/22,1567148,1562822,,0,0,,15.5667,108.4833,500
1.53.44.0/25,1567148,1562822,,0,0,,15.5667,108.4833,500
1.53.44.128/25,1587923,1562822,,0,0,,10.9500,106.8167,500
1.53.45.0/24,1567148,1562822,,0,0,,15.5667,108.4833,500
1.53.46.0/23,1567148,1562822,,0,0,,15.5667,108.4833,500
1.53.48.0/22,1566083,1562822,,0,0,,10.8142,106.6438,1
1.53.52.0/23,1566083,1562822,,0,0,,10.8142,106.6438,500
1.53.54.0/23,1568574,1562822,,0,0,,13.7667,109.2333,500
1.53.56.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.64.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1000
1.53.72.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.80.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.96.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.112.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.53.120.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.128.0/22,1583992,1562822,,0,0,,16.0685,108.2215,1
1.53.132.0/22,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.136.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.144.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.160.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.168.0/21,1566083,1562822,,0,0,,10.8142,106.6438,50
1.53.176.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.53.184.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.192.0/21,1562414,1562822,,0,0,,10.3500,107.0667,50
1.53.200.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.208.0/21,1566083,1562822,,0,0,,10.8142,106.6438,100
1.53.216.0/22,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.220.0/23,1566083,1562822,,0,0,,10.8142,106.6438,500
1.53.222.0/23,1562822,1562822,,0,0,,16.0000,106.0000,50
1.53.224.0/19,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.0.0/22,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.4.0/23,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.6.0/24,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.7.0/26,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.7.64/26,1572151,1562822,,0,0,,12.2500,109.1833,500
1.54.7.128/25,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.8.0/22,1581298,1562822,,0,0,,20.8561,106.6822,500
1.54.12.0/22,1566083,1562822,,0,0,,10.8142,106.6438,1
1.54.16.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.54.24.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.32.0/19,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.64.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.54.72.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.80.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.88.0/21,1567788,1562822,,0,0,,9.6033,105.9800,50
1.54.96.0/19,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.128.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.136.0/21,1581130,1562822,,0,0,,21.0313,105.8516,500
1.54.144.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.160.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.54.168.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.54.176.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.54.184.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.192.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.54.200.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.54.208.0/22,1581130,1562822,,0,0,,21.0313,105.8516,50
1.54.212.0/23,1573517,1562822,,0,0,,20.4167,106.1667,100
1.54.214.0/23,1581130,1562822,,0,0,,21.0313,105.8516,50
1.54.216.0/21,1566083,1562822,,0,0,,10.8142,106.6438,1
1.54.224.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.54.232.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.54.240.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.0.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.8.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.16.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.24.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.32.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.40.0/23,1580240,1562822,,0,0,,16.4667,107.6000,500
1.55.42.0/24,1580240,1562822,,0,0,,16.4667,107.6000,500
1.55.43.0/24,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.44.0/22,1581130,1562822,,0,0,,21.0313,105.8516,1000
1.55.48.0/24,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.49.0/24,1581130,1562822,,0,0,,21.0313,105.8516,500
1.55.50.0/23,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.52.0/22,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.56.0/21,1581130,1562822,,0,0,,21.0313,105.8516,50
1.55.64.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.55.72.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.80.0/21,1581130,1562822,,0,0,,21.0313,105.8516,50
1.55.88.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.96.0/20,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.112.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.120.0/21,1581130,1562822,,0,0,,21.0313,105.8516,50
1.55.128.0/21,1581130,1562822,,0,0,,21.0313,105.8516,50
1.55.136.0/22,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.140.0/22,1581365,1562822,,0,0,,20.5333,106.5000,100
1.55.144.0/20,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.160.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.55.168.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.176.0/21,1566083,1562822,,0,0,,10.8142,106.6438,500
1.55.184.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.192.0/21,1566083,1562822,,0,0,,10.8142,106.6438,200
1.55.200.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.208.0/21,1581130,1562822,,0,0,,21.0313,105.8516,1
1.55.216.0/21,1581130,1562822,,0,0,,21.0313,105.8516,100
1.55.224.0/21,1581130,1562822,,0,0,,21.0313,105.8516,20
1.55.232.0/21,1562822,1562822,,0,0,,16.0000,106.0000,50
1.55.240.0/20,1581130,1562822,,0,0,,21.0313,105.8516,1
1.56.0.0/17,2036965,1814991,,0,0,,45.7500,126.6500,50
1.56.128.0/18,2036965,1814991,,0,0,,45.7500,126.6500,50
1.56.192.0/19,2035715,1814991,,0,0,,44.5833,129.6000,200
1.56.224.0/19,2035715,1814991,,0,0,,44.5833,129.6000,1
1.57.0.0/16,2036965,1814991,,0,0,,45.7500,126.6500,50
1.58.0.0/17,2037013,1814991,,0,0,,45.7500,126.6500,20
1.58.128.0/19,2037013,1814991,,0,0,,45.7500,126.6500,1
1.58.160.0/19,2037013,1814991,,0,0,,45.7500,126.6500,200
1.58.192.0/18,2037013,1814991,,0,0,,45.7500,126.6500,200
1.59.0.0/16,2036965,1814991,,0,0,,45.7500,126.6500,50
1.60.0.0/15,2036965,1814991,,0,0,,45.7500,126.6500,50
1.62.0.0/19,2037013,1814991,,0,0,,45.7500,126.6500,1
1.62.32.0/19,2036965,1814991,,0,0,,45.7500,126.6500,50
1.62.64.0/18,2036965,1814991,,0,0,,45.7500,126.6500,50
1.62.128.0/20,2037013,1814991,,0,0,,45.7500,126.6500,1
1.62.144.0/20,2036965,1814991,,0,0,,45.7500,126.6500,50
1.62.160.0/19,2036965,1814991,,0,0,,45.7500,126.6500,50
1.62.192.0/18,2036965,1814991,,0,0,,45.7500,126.6500,50
1.63.0.0/16,2036965,1814991,,0,0,,45.7500,126.6500,50
1.64.0.0/22,6957898,1819730,,0,0,,22.3000,113.9500,20
1.64.4.0/23,1819609,1819730,,0,0,,22.3137,114.1837,20
1.64.6.0/23,6957898,1819730,,0,0,,22.3000,113.9500,20
1.64.8.0/24,1819609,1819730,,0,0,,22.3333,114.1833,20
1.64.9.0/24,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.10.0/23,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.12.0/23,1819609,1819730,,0,0,,22.3137,114.1837,5
1.64.14.0/24,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.15.0/24,1818446,1819730,,0,0,,22.4000,113.9833,20
1.64.16.0/24,1819050,1819730,,0,0,,22.3833,114.2667,10
1.64.17.0/24,8223932,1819730,,0,0,,22.2909,114.1500,10
1.64.18.0/23,1819050,1819730,,0,0,,22.3833,114.2667,10
1.64.20.0/24,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.21.0/24,11101593,1819730,,0,0,,22.2833,113.9500,20
1.64.22.0/23,1819609,1819730,,0,0,,22.3137,114.1837,5
1.64.24.0/23,1819050,1819730,,0,0,,22.3833,114.2667,5
1.64.26.0/23,8223932,1819730,,0,0,,22.2830,114.1585,5
1.64.28.0/22,1819609,1819730,,0,0,,22.3137,114.1837,5
1.64.32.0/20,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.48.0/21,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.56.0/22,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.60.0/23,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.62.0/24,1818379,1819730,,0,0,,22.1667,114.2500,10
1.64.63.0/24,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.64.0/21,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.72.0/23,1818225,1819730,,0,0,,22.4333,114.0333,20
1.64.74.0/24,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.75.0/24,1818628,1819730,,0,0,,22.3833,114.1833,1
1.64.76.0/23,1818225,1819730,,0,0,,22.4333,114.0333,20
1.64.78.0/24,1818225,1819730,,0,0,,22.4333,114.0333,20
1.64.79.0/24,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.80.0/24,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.81.0/24,6957898,1819730,,0,0,,22.3000,113.9500,20
1.64.82.0/23,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.84.0/23,1819400,1819730,,0,0,,22.4000,114.2333,20
1.64.86.0/23,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.88.0/23,1818225,1819730,,0,0,,22.4333,114.0333,10
1.64.90.0/23,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.92.0/22,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.96.0/21,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.104.0/24,8223932,1819730,,0,0,,22.2830,114.1585,10
1.64.105.0/24,1818845,1819730,,0,0,,22.5167,114.1167,1
1.64.106.0/24,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.107.0/24,1818845,1819730,,0,0,,22.5167,114.1167,20
1.64.108.0/24,1818506,1819730,,0,0,,22.3333,114.2500,10
1.64.109.0/24,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.110.0/23,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.112.0/22,8223932,1819730,,0,0,,22.2909,114.1500,10
1.64.116.0/24,1819400,1819730,,0,0,,22.4000,114.2333,5
1.64.117.0/24,8223932,1819730,,0,0,,22.2909,114.1500,5
1.64.118.0/24,1819050,1819730,,0,0,,22.3833,114.2667,20
1.64.119.0/24,8223932,1819730,,0,0,,22.2909,114.1500,1
1.64.120.0/23,1818845,1819730,,0,0,,22.5167,114.1167,20
1.64.122.0/23,8223932,1819730,,0,0,,22.2909,114.1500,20
1.64.124.0/23,1819873,1819730,,0,0,,22.5000,114.1333,20
1.64.126.0/24,6957898,1819730,,0,0,,22.3000,113.9500,20
1.64.127.0/24,1819050,1819730,,0,0,,22.3833,114.2667,5
1.64.128.0/23,1819609,1819730,,0,0,,22.3333,114.1833,5
1.64.130.0/24,1819609,1819730,,0,0,,22.3333,114.1833,5
1.64.131.0/25,1818225,1819730,,0,0,,22.4333,114.0333,5
1.64.131.128/25,1819731,1819730,,0,0,,22.3137,114.1837,5
1.64.132.0/23,1819064,1819730,,0,0,,22.2833,114.2167,5
1.64.134.0/24,1818379,1819730,,0,0,,22.1667,114.2500,20
1.64.135.0/24,8223932,1819730,,0,0,,22.2909,114.1500,1
